"Canal";"Canal Width";"Canal Depth";"Canal Fee";"Distance Using Canal";"Distance Not Using Canal";"Risk Of Piracy";"Applicable Loadline";"Start Port";"Start Port Port Limit";"Start Port Penalty for Greylisted Flag";"Start Port Ice Class Required";"Start Port Penalty for High Sulphur Fuel";"Start Port Bunker Price";"Start Port Port Tariff";"Start Port Waiting Time";"Start Port Loading Capacity";"Start Port Unloading Capacity";"Start Port Repair Costs";"Start Port Dock Size";"Start Port Yearly Port Trade";"End Port";"End Port Port Limit";"End Port Penalty for Greylisted Flag";"End Port Ice Class Required";"End Port Penalty for High Sulphur Fuel";"End Port Bunker Price";"End Port Port Tariff";"End Port Waiting Time";"End Port Loading Capacity";"End Port Unloading Capacity";"End Port Repair Costs";"End Port Dock Size";"End Port Yearly Port Trade"
"No";200;50;0;7243;7243;0;"WNA";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41
"No";200;50;0;6823;6823;0;"WNA";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10
"Suez";77.5;20;2;6474;7232;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35
"Suez";77.5;20;2;6588;7346;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Novorossiysk";13.2;FALSE;TRUE;FALSE;340;2.2;2.75;125;75;150;190000;1
"Suez";77.5;20;2;6718;7479;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Batumi";10.5;FALSE;TRUE;FALSE;414;2.2;4.17;12.5;12.5;400;0;4
"No";200;50;0;7699;7699;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Shanghai";22;FALSE;FALSE;FALSE;317;2.04;2.42;125;75;140;400000;500
"No";200;50;0;7000;7000;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Guangzhou";15;FALSE;FALSE;FALSE;334;2.04;1.92;125;75;140;200000;300
"No";200;50;0;8079;8079;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Dalian";10.8;FALSE;FALSE;FALSE;334;2.04;1.75;125;75;140;200000;267
"No";200;50;0;3204;3204;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Tubarao";22.3;FALSE;FALSE;FALSE;305;2.08;2.82;75;37.5;400;0;80
"No";200;50;0;3486;3486;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Rio Grande";12.29;FALSE;FALSE;FALSE;295;2.08;2.52;75;37.5;400;0;27
"No";200;50;0;3804;3804;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14
"No";200;50;0;8422;8422;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25
"No";200;50;0;8367;8367;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167
"No";200;50;0;8017;8017;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Incheon";15;FALSE;FALSE;FALSE;344;2;1.81;125;75;400;0;150
"No";200;50;0;6163;6163;0;"WNA";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Rotterdam";22.5;FALSE;FALSE;FALSE;271;2.06;3.36;125;75;250;500000;430
"No";200;50;0;6064;6064;0;"WNA";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Dunkirk";18;FALSE;FALSE;FALSE;305;2.06;2.54;125;75;270;190000;57
"No";200;50;0;5898;5898;0;"WNA";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Cork";8.7;FALSE;FALSE;FALSE;418;2.06;2.48;37.5;12.5;280;25000;9
"No";200;50;0;6360;6360;0;"WNA";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Wilhelmshaven";18.5;FALSE;FALSE;FALSE;277;2.06;2.17;125;75;250;45000;43
"No";200;50;0;4599;4599;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Mumbai";11.8;FALSE;FALSE;FALSE;329;2.08;4.27;125;75;90;50000;57
"No";200;50;0;5489;5489;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Kolkata";8.7;FALSE;FALSE;FALSE;357;2.08;2.13;125;75;90;35000;57
"No";200;50;0;4671;4671;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Karachi";10.75;FALSE;FALSE;FALSE;340;2.08;3.67;125;75;90;26000;38
"Suez";77.5;20;2;5944;6731;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Izmir";10;FALSE;FALSE;FALSE;371;2.06;2.47;125;75;400;0;12
"No";200;50;0;5780;5780;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Marseille";11;FALSE;FALSE;FALSE;294;2.06;4.21;125;75;270;500000;86
"No";200;50;0;5540;5540;0;"WNA";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Gijon";17.9;FALSE;FALSE;FALSE;305;2.06;4.05;75;37.5;400;0;15
"No";200;50;0;4754;4754;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Mina Saqr";12.2;FALSE;FALSE;FALSE;364;2.06;5.01;37.5;12.5;400;0;66
"No";200;50;0;4455;4455;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Mina Qaboos";13;FALSE;FALSE;FALSE;364;2.06;3.01;125;75;400;0;14
"No";200;50;0;4653;4653;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Jeddah";13.5;FALSE;FALSE;FALSE;364;2.06;3;75;37.5;160;45000;52
"No";200;50;0;5071;5071;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Tanger";16;FALSE;FALSE;FALSE;371;2.06;3.96;37.5;12.5;400;0;12
"No";200;50;0;3992;3992;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Nouadhibou";16.15;FALSE;FALSE;FALSE;426;2.06;4.32;75;37.5;400;0;17
"Suez";77.5;20;2;5502;6888;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34
"No";200;50;0;7552;7552;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88
"No";200;50;0;6789;6789;0;"WNA";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78
"No";200;50;0;9325;9325;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3
"No";200;50;0;11089;11089;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15
"No";200;50;0;5185;5185;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Dampier";18;FALSE;FALSE;FALSE;429;2.06;4.79;125;12.5;400;0;171
"No";200;50;0;6618;6618;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Newcastle";16.2;FALSE;FALSE;FALSE;419;2.06;3.15;75;37.5;400;0;91
"No";200;50;0;6104;6104;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Melbourne";12.1;FALSE;FALSE;FALSE;439;2.06;3.96;37.5;12.5;270;20000;80
"No";200;50;0;5636;5636;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Pasir Gudang";12.5;FALSE;FALSE;FALSE;296;2.04;1.99;75;37.5;160;450000;43
"No";200;50;0;6419;6419;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Sihanoukville";10.5;FALSE;FALSE;FALSE;309;2.04;2.48;75;12.5;400;0;2
"No";200;50;0;6797;6797;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Hai Phong";8.5;FALSE;FALSE;FALSE;333;2.04;2.87;75;37.5;90;14000;19
"No";200;50;0;705;705;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Walvis Bay";14;FALSE;FALSE;FALSE;481;2.2;3.84;125;37.5;240;7500;8
"No";200;50;0;800;800;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Richards Bay";17.5;FALSE;FALSE;FALSE;327;2.2;2.56;75;12.5;400;0;83
"No";200;50;0;0;0;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13
"No";200;50;0;5494;5494;0;"WNA";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3
"No";200;50;0;5697;5697;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13
"No";200;50;0;7003;7003;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Esmeraldas";11;FALSE;FALSE;FALSE;421;2.1;2.01;0;0;400;0;1
"No";200;50;0;3201;3201;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Kamsar";230;FALSE;FALSE;FALSE;393;2.26;3.88;125;75;400;0;19
"No";200;50;0;2590;2590;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Lome";11.5;FALSE;FALSE;FALSE;372;2.26;1.94;75;37.5;400;0;1
"No";200;50;0;2091;2091;0;"Design";"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13;"Port-Gentil";10.5;FALSE;FALSE;FALSE;393;2.26;2.75;12.5;12.5;400;0;4
"Panama";32.53;12.6;2;7878;9241;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Gothenburg";7.4;FALSE;TRUE;FALSE;294;2.1;1.92;125;75;270;24000;60
"Panama";32.53;12.6;2;8251;9614;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Gdansk";15;FALSE;TRUE;FALSE;294;2.1;2.17;75;37.5;180;135000;24
"Panama";32.53;12.6;2;8514;9703;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41
"Panama";32.53;12.6;2;8094;9283;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10
"Panama";32.53;12.6;2;9308;9711;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35
"Panama";32.53;12.6;2;9422;9997;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Novorossiysk";13.2;FALSE;TRUE;FALSE;340;2.2;2.75;125;75;150;190000;1
"Panama";32.53;12.6;2;9552;10127;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Batumi";10.5;FALSE;TRUE;FALSE;414;2.2;4.17;12.5;12.5;400;0;4
"No";200;50;0;10038;10038;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Shanghai";22;FALSE;FALSE;FALSE;317;2.04;2.42;125;75;140;400000;500
"No";200;50;0;10103;10103;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Guangzhou";15;FALSE;FALSE;FALSE;334;2.04;1.92;125;75;140;200000;300
"No";200;50;0;10244;10244;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Dalian";10.8;FALSE;FALSE;FALSE;334;2.04;1.75;125;75;140;200000;267
"No";200;50;0;3852;3852;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Tubarao";22.3;FALSE;FALSE;FALSE;305;2.08;2.82;75;37.5;400;0;80
"No";200;50;0;2948;2948;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Rio Grande";12.29;FALSE;FALSE;FALSE;295;2.08;2.52;75;37.5;400;0;27
"No";200;50;0;2421;2421;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14
"No";200;50;0;9190;9190;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25
"No";200;50;0;9263;9263;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167
"No";200;50;0;10115;10115;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Incheon";15;FALSE;FALSE;FALSE;344;2;1.81;125;75;400;0;150
"Panama";32.53;12.6;2;7642;8798;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Rotterdam";22.5;FALSE;FALSE;FALSE;271;2.06;3.36;125;75;250;500000;430
"Panama";32.53;12.6;2;7548;8698;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Dunkirk";18;FALSE;FALSE;FALSE;305;2.06;2.54;125;75;270;190000;57
"Panama";32.53;12.6;2;7171;8486;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Cork";8.7;FALSE;FALSE;FALSE;418;2.06;2.48;37.5;12.5;280;25000;9
"Panama";32.53;12.6;2;7839;8994;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Wilhelmshaven";18.5;FALSE;FALSE;FALSE;277;2.06;2.17;125;75;250;45000;43
"No";200;50;0;10003;10003;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Mumbai";11.8;FALSE;FALSE;FALSE;329;2.08;4.27;125;75;90;50000;57
"No";200;50;0;10893;10893;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Kolkata";8.7;FALSE;FALSE;FALSE;357;2.08;2.13;125;75;90;35000;57
"No";200;50;0;10075;10075;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Karachi";10.75;FALSE;FALSE;FALSE;340;2.08;3.67;125;75;90;26000;38
"Panama";32.53;12.6;2;8807;9382;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Izmir";10;FALSE;FALSE;FALSE;371;2.06;2.47;125;75;400;0;12
"Panama";32.53;12.6;2;7856;8431;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Marseille";11;FALSE;FALSE;FALSE;294;2.06;4.21;125;75;270;500000;86
"Panama";32.53;12.6;2;7182;8176;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Gijon";17.9;FALSE;FALSE;FALSE;305;2.06;4.05;75;37.5;400;0;15
"No";200;50;0;10158;10158;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Mina Saqr";12.2;FALSE;FALSE;FALSE;364;2.06;5.01;37.5;12.5;400;0;66
"No";200;50;0;9859;9859;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Mina Qaboos";13;FALSE;FALSE;FALSE;364;2.06;3.01;125;75;400;0;14
"Suez";77.5;20;2;9802;13103;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Jeddah";13.5;FALSE;FALSE;FALSE;364;2.06;3;75;37.5;160;45000;52
"Panama";32.53;12.6;2;7147;7722;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Tanger";16;FALSE;FALSE;FALSE;371;2.06;3.96;37.5;12.5;400;0;12
"Panama";32.53;12.6;2;6552;6610;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Nouadhibou";16.15;FALSE;FALSE;FALSE;426;2.06;4.32;75;37.5;400;0;17
"Panama";32.53;12.6;2;8964;9539;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34
"Panama";32.53;12.6;2;4381;8924;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88
"Panama";32.53;12.6;2;4813;8297;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78
"No";200;50;0;4823;4823;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3
"No";200;50;0;5878;5878;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15
"No";200;50;0;8479;8479;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Dampier";18;FALSE;FALSE;FALSE;429;2.06;4.79;125;12.5;400;0;171
"No";200;50;0;6077;6077;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Newcastle";16.2;FALSE;FALSE;FALSE;419;2.06;3.15;75;37.5;400;0;91
"No";200;50;0;6200;6200;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Melbourne";12.1;FALSE;FALSE;FALSE;439;2.06;3.96;37.5;12.5;270;20000;80
"No";200;50;0;9814;9814;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Pasir Gudang";12.5;FALSE;FALSE;FALSE;296;2.04;1.99;75;37.5;160;450000;43
"No";200;50;0;10581;10581;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Sihanoukville";10.5;FALSE;FALSE;FALSE;309;2.04;2.48;75;12.5;400;0;2
"No";200;50;0;10400;10400;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Hai Phong";8.5;FALSE;FALSE;FALSE;333;2.04;2.87;75;37.5;90;14000;19
"No";200;50;0;5721;5721;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Walvis Bay";14;FALSE;FALSE;FALSE;481;2.2;3.84;125;37.5;240;7500;8
"No";200;50;0;6204;6204;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Richards Bay";17.5;FALSE;FALSE;FALSE;327;2.2;2.56;75;12.5;400;0;83
"No";200;50;0;5494;5494;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13
"No";200;50;0;0;0;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3
"No";200;50;0;206;206;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13
"No";200;50;0;2399;2399;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Esmeraldas";11;FALSE;FALSE;FALSE;421;2.1;2.01;0;0;400;0;1
"No";200;50;0;5970;5970;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Kamsar";230;FALSE;FALSE;FALSE;393;2.26;3.88;125;75;400;0;19
"No";200;50;0;6297;6297;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Lome";11.5;FALSE;FALSE;FALSE;372;2.26;1.94;75;37.5;400;0;1
"No";200;50;0;6361;6361;0;"WNA";"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3;"Port-Gentil";10.5;FALSE;FALSE;FALSE;393;2.26;2.75;12.5;12.5;400;0;4
"Panama";32.53;12.6;2;7720;9444;0;"WNA";"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13;"Gothenburg";7.4;FALSE;TRUE;FALSE;294;2.1;1.92;125;75;270;24000;60
"Panama";32.53;12.6;2;8093;9817;0;"WNA";"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13;"Gdansk";15;FALSE;TRUE;FALSE;294;2.1;2.17;75;37.5;180;135000;24
"Panama";32.53;12.6;2;8356;9906;0;"WNA";"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13;"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41
"Panama";32.53;12.6;2;7936;9486;0;"WNA";"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13;"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10
"Panama";32.53;12.6;2;9150;9914;0;"Design";"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13;"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35
"Panama";32.53;12.6;2;9264;10200;0;"Design";"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13;"Novorossiysk";13.2;FALSE;TRUE;FALSE;340;2.2;2.75;125;75;150;190000;1
"Panama";32.53;12.6;2;9394;10330;0;"Design";"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13;"Batumi";10.5;FALSE;TRUE;FALSE;414;2.2;4.17;12.5;12.5;400;0;4
"No";200;50;0;10134;10134;0;"Design";"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13;"Shanghai";22;FALSE;FALSE;FALSE;317;2.04;2.42;125;75;140;400000;500
"No";200;50;0;10278;10278;0;"Design";"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13;"Guangzhou";15;FALSE;FALSE;FALSE;334;2.04;1.92;125;75;140;200000;300
"No";200;50;0;10347;10347;0;"Design";"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13;"Dalian";10.8;FALSE;FALSE;FALSE;334;2.04;1.75;125;75;140;200000;267
"No";200;50;0;4055;4055;0;"Tropic";"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13;"Tubarao";22.3;FALSE;FALSE;FALSE;305;2.08;2.82;75;37.5;400;0;80
"No";200;50;0;3151;3151;0;"Tropic";"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13;"Rio Grande";12.29;FALSE;FALSE;FALSE;295;2.08;2.52;75;37.5;400;0;27
"No";200;50;0;2624;2624;0;"Tropic";"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13;"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14
"No";200;50;0;9213;9213;0;"Design";"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13;"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25
"No";200;50;0;9314;9314;0;"Design";"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13;"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167
