"Type";"Start Port";"Start Week";"Destination";"Duration";"Weight";"Pickup Interval";"Cargo";"Cranes";"Ice Class";"Bi Fuel";"Rate";"Currency";"Discharge Time";"Port Days";"SSHINC";"Demurage";"Signing Fee";"Cargo Volume";"Floor Strength";"Maintenance Period";"Monthly Payment Date";"Penalty";"Broker";"Commission"
"Voyage Charter";"Rotterdam";46;"New York";4;53674;0;"Agribulk";FALSE;FALSE;FALSE;15.83;"USD";0;8;TRUE;18265;0.25;0;0;0;0;7306;"Brauner International";0.01
"Voyage Charter";"Hamburg";46;"Dunkirk";1;17580;0;"Agribulk";FALSE;FALSE;FALSE;24.5;"USD";0;5;FALSE;15115;0.18;0;0;0;0;6046;"ABC Logisitcs";0.02
"Voyage Charter";"Tallinn";46;"Odessa";9;48190;0;"Fertilizers";TRUE;TRUE;FALSE;7.9;"USD";0;37;TRUE;22080;0.38;0;0;0;0;8832;"Brauner International";0.03
"Contract Of Affreightment";"New York";46;"Corpus Christi";53;18806;4;"Manufactureds";FALSE;FALSE;FALSE;18.17;"USD";10;0;FALSE;15495;0;0;0;0;0;6198;"Bosman Freight Forwarders";0.03
"Voyage Charter";"Gdansk";46;"Hamburg";1;6898;0;"Agribulk";FALSE;TRUE;FALSE;30;"USD";0;6;FALSE;12040;0.13;0;0;0;0;4816;"Brauner International";0.02
"Voyage Charter";"Izmir";46;"Jeddah";9;73083;0;"Agribulk";FALSE;FALSE;FALSE;9.56;"USD";0;13;FALSE;15290;0.15;0;0;0;0;6116;"Great Eagle Tranport Services";0.05
"Voyage Charter";"Dalian";46;"Corpus Christi";12;53571;0;"Manufactureds";FALSE;FALSE;FALSE;16.99;"USD";0;17;FALSE;19000;0.16;0;0;0;0;7600;"McCorran Freight";0.02
"Voyage Charter";"Dampier";46;"Incheon";6;140652;0;"Iron Ore";FALSE;FALSE;FALSE;8.7;"USD";0;26;FALSE;15105;0.21;0;0;0;0;6042;"Continental Maritime";0.02
"Voyage Charter";"New York";46;"Shanghai";10;87384;0;"Steel Products";FALSE;FALSE;FALSE;14.58;"USD";0;8;TRUE;19465;0.13;0;0;0;0;7786;"Omega Forwarding";0.03
"Voyage Charter";"Antwerp";46;"Tallinn";2;25771;0;"Alumina";FALSE;TRUE;FALSE;14.2;"USD";0;6;FALSE;14963;0.49;0;0;0;0;5985;"ABC Logisitcs";0.05
"Voyage Charter";"New York";46;"Shanghai";11;67790;0;"Steam Coal";FALSE;FALSE;FALSE;12.67;"USD";0;8;TRUE;16658;0.1;0;0;0;0;6663;"Allseas Cargo";0.03
"Voyage Charter";"Gijon";46;"Rotterdam";2;21484;0;"Woodproducts";FALSE;FALSE;FALSE;17.33;"USD";0;6;FALSE;14963;0.09;0;0;0;0;5985;"Worldwide Freight";0.05
"Voyage Charter";"Gothenburg";46;"Marseille";3;53947;0;"Agribulk";FALSE;TRUE;FALSE;7.91;"USD";0;8;TRUE;19465;0.31;0;0;0;0;7786;"Worldwide Freight";0.03
"Voyage Charter";"Rotterdam";46;"Antwerp";1;3835;0;"Manufactureds";FALSE;FALSE;FALSE;30.44;"USD";0;5;FALSE;11348;0.36;0;0;0;0;4539;"Brauner International";0.05
"Voyage Charter";"Gijon";46;"Rotterdam";1;14641;0;"Bauxite";FALSE;FALSE;FALSE;19.37;"USD";0;6;TRUE;14963;0.21;0;0;0;0;5985;"Great Eagle Tranport Services";0.05
"Voyage Charter";"Shanghai";46;"Tallinn";11;26358;0;"Project";FALSE;TRUE;FALSE;79.64;"USD";0;8;FALSE;21650;0.49;0;0;0;0;8660;"Worldwide Freight";0.02
"Voyage Charter";"Dampier";46;"Newcastle";3;30814;0;"Steam Coal";FALSE;FALSE;FALSE;11.95;"USD";0;11;FALSE;20058;0.04;0;0;0;0;8023;"Allseas Cargo";0.05
"Voyage Charter";"Tubarao";46;"New York";5;80135;0;"Manufactureds";FALSE;FALSE;FALSE;13.92;"USD";0;11;TRUE;15773;0.36;0;0;0;0;6309;"Bosman Freight Forwarders";0.03
"Voyage Charter";"Shanghai";46;"New York";10;23325;0;"Project";FALSE;FALSE;FALSE;51.27;"USD";0;8;FALSE;21650;0.23;0;0;0;0;8660;"ABC Logisitcs";0.02
"Voyage Charter (Contract Of Affreightment)";"Hamburg";47;"Marseille";2;25550;0;"Fertilizers";FALSE;FALSE;FALSE;25;"USD";0;0;FALSE;15695;0.49;0;0;0;0;6278;"Great Eagle Tranport Services";0.02
"Voyage Charter";"New York";47;"Mumbai";7;70470;0;"Steel Products";FALSE;FALSE;FALSE;21.65;"USD";0;6;TRUE;20043;0.35;0;0;0;0;8017;"Bosman Freight Forwarders";0.05
"Voyage Charter";"Rotterdam";47;"Karachi";7;33505;0;"Agribulk";FALSE;FALSE;FALSE;13.5;"USD";0;-1;FALSE;20745;0.49;0;0;0;0;8298;"Cargo Excellence";0.02
"Voyage Charter";"Incheon";47;"Corpus Christi";12;107208;0;"Steel Products";FALSE;FALSE;FALSE;13.74;"USD";0;21;TRUE;18223;0.14;0;0;0;0;7289;"Omega Forwarding";0.03
"Voyage Charter";"Corpus Christi";47;"New York";4;85440;0;"Coal";FALSE;FALSE;FALSE;15.05;"USD";0;1;TRUE;18298;0.03;0;0;0;0;7319;"ABC Logisitcs";0.01
"Voyage Charter";"Dunkirk";47;"Antwerp";1;3867;0;"Manufactureds";FALSE;FALSE;FALSE;19;"USD";0;0;FALSE;11025;0.37;0;0;0;0;4410;"Bosman Freight Forwarders";0.04
"Voyage Charter";"Rotterdam";47;"Izmir";3;37232;0;"Manufactureds";FALSE;FALSE;FALSE;19.62;"USD";0;6;TRUE;16150;0.11;0;0;0;0;6460;"Bosman Freight Forwarders";0.02
"Voyage Charter";"Tallinn";47;"Gijon";3;86120;0;"Minor Ores";FALSE;TRUE;FALSE;8.88;"EUR";0;10;TRUE;18265;0.15;0;0;0;0;7306;"Worldwide Freight";0.01
"Contract Of Affreightment";"Gothenburg";47;"Corpus Christi";54;65777;7;"Iron Ore";FALSE;TRUE;FALSE;14.36;"USD";16;0;FALSE;15473;0;0;0;0;0;6189;"ABC Logisitcs";0.01
"Voyage Charter";"Hamburg";47;"Antwerp";1;17999;0;"Manufactureds";FALSE;FALSE;FALSE;24.99;"USD";0;-2;TRUE;15115;0.25;0;0;0;0;6046;"Brauner International";0.03
"Voyage Charter";"Gdansk";47;"Odessa";8;47245;0;"Alumina";TRUE;TRUE;FALSE;13.91;"USD";0;38;TRUE;22080;0.12;0;0;0;0;8832;"Worldwide Freight";0.04
"Voyage Charter";"Tubarao";47;"Hamburg";4;40879;0;"Steel Products";FALSE;FALSE;FALSE;14.47;"USD";0;6;FALSE;22080;0.07;0;0;0;0;8832;"Crafters Group";0.04
"Voyage Charter";"Hamburg";47;"Corpus Christi";6;44719;0;"Manufactureds";FALSE;FALSE;FALSE;18.16;"USD";0;16;FALSE;16488;0.18;0;0;0;0;6595;"Worldwide Freight";0.01
"Voyage Charter";"Shanghai";47;"Newcastle";5;30174;0;"Manufactureds";FALSE;FALSE;FALSE;16.49;"USD";0;9;FALSE;19908;0.38;0;0;0;0;7963;"Bosman Freight Forwarders";0.02
"Voyage Charter";"Corpus Christi";47;"Portland";11;76015;0;"Coal";FALSE;FALSE;FALSE;14.58;"USD";0;16;FALSE;19000;0.28;0;0;0;0;7600;"Allseas Cargo";0.02
"Voyage Charter";"Izmir";47;"Gijon";3;46788;0;"Coal";FALSE;FALSE;FALSE;11.39;"USD";0;-3;FALSE;19908;0.21;0;0;0;0;7963;"Allseas Cargo";0.02
"Voyage Charter";"Izmir";47;"Tallinn";4;35288;0;"Woodproducts";FALSE;TRUE;FALSE;12.39;"USD";0;6;FALSE;20058;0.06;0;0;0;0;8023;"Great Eagle Tranport Services";0.02
"Voyage Charter";"Hamburg";47;"Odessa";10;83890;0;"Bauxite";TRUE;TRUE;FALSE;8.97;"USD";0;52;TRUE;19465;0.49;0;0;0;0;7786;"ABC Logisitcs";0.04
"Voyage Charter";"Marseille";47;"Antwerp";2;20849;0;"Iron Ore";FALSE;FALSE;FALSE;16.4;"USD";0;1;FALSE;14963;0.06;0;0;0;0;5985;"ABC Logisitcs";0.03
"Contract Of Affreightment";"New York";47;"Corpus Christi";53;28536;1;"Agribulk";FALSE;FALSE;FALSE;11.47;"USD";11;0;TRUE;19650;0;0;0;0;0;7860;"McCorran Freight";0.02
"Voyage Charter";"Mumbai";47;"Odessa";10;13000;0;"Bauxite";TRUE;TRUE;FALSE;18.63;"USD";0;19;TRUE;11213;0;0;0;0;0;4485;"Brauner International";0.01
"Voyage Charter";"Tubarao";47;"Gijon";3;36448;0;"Iron Ore";FALSE;FALSE;FALSE;14.25;"USD";0;7;FALSE;19650;0.1;0;0;0;0;7860;"Continental Maritime";0.04
"Voyage Charter";"Chiba";47;"Corpus Christi";13;91496;0;"Steel Products";FALSE;FALSE;FALSE;10.87;"USD";0;18;FALSE;20643;0.49;0;0;0;0;8257;"Bosman Freight Forwarders";0.02
"Voyage Charter";"Dalian";47;"Marseille";10;75359;0;"Minor Ores";FALSE;FALSE;FALSE;18.99;"USD";0;7;TRUE;20643;0.18;0;0;0;0;8257;"Omega Forwarding";0.04
"Voyage Charter (Contract Of Affreightment)";"Hamburg";48;"Rotterdam";1;10312;0;"Coal";FALSE;FALSE;FALSE;17.98;"USD";0;5;TRUE;12953;0.44;0;0;0;0;5181;"ABC Logisitcs";0.02
"Voyage Charter (Contract Of Affreightment)";"Hamburg";48;"Marseille";2;25550;0;"Fertilizers";FALSE;FALSE;FALSE;25;"USD";0;-1;FALSE;15695;0.49;0;0;0;0;6278;"Great Eagle Tranport Services";0.02
"Voyage Charter";"Rotterdam";48;"Gothenburg";1;23603;0;"Steel Products";FALSE;TRUE;FALSE;12.82;"USD";0;-2;FALSE;15453;0.03;0;0;0;0;6181;"ABC Logisitcs";0.05
"Voyage Charter";"Hamburg";48;"Gothenburg";1;10233;0;"Manufactureds";FALSE;TRUE;FALSE;8.75;"USD";0;5;FALSE;15228;0.43;0;0;0;0;6091;"Brauner International";0.03
"Voyage Charter";"Rotterdam";48;"Corpus Christi";5;39607;0;"Steel Products";FALSE;FALSE;FALSE;13.77;"USD";0;11;FALSE;20765;0.11;0;0;0;0;8306;"ABC Logisitcs";0.01
"Voyage Charter";"Dalian";48;"Corpus Christi";13;131840;0;"Steel Products";FALSE;FALSE;FALSE;9.85;"USD";0;24;TRUE;14338;0.48;0;0;0;0;5735;"Bosman Freight Forwarders";0.02
"Voyage Charter";"Hamburg";48;"Chiba";10;58441;0;"Coal";FALSE;FALSE;FALSE;18.5;"USD";0;7;TRUE;16150;0.25;0;0;0;0;6460;"Allseas Cargo";0.03
"Voyage Charter";"Portland";48;"Corpus Christi";13;78323;0;"Manufactureds";FALSE;FALSE;FALSE;15.7;"USD";0;23;TRUE;14620;0.12;0;0;0;0;5848;"McCorran Freight";0.03
"Voyage Charter";"Incheon";48;"New York";11;125951;0;"Steel Products";FALSE;FALSE;FALSE;7.8;"USD";0;9;FALSE;14620;0.21;0;0;0;0;5848;"McCorran Freight";0.02
"Voyage Charter";"Melbourne";48;"Dalian";7;110790;0;"Grain";FALSE;FALSE;FALSE;9.6;"USD";0;25;TRUE;15105;0.18;0;0;0;0;6042;"Blue Mountain Logistics";0.02
"Voyage Charter";"Rio Grande";48;"Corpus Christi";7;152754;0;"Steel Products";FALSE;FALSE;FALSE;7.38;"USD";0;25;TRUE;16855;0.36;0;0;0;0;6742;"Crafters Group";0.04
"Voyage Charter";"Corpus Christi";48;"Gijon";6;68514;0;"Coal";FALSE;FALSE;FALSE;19.76;"USD";0;15;TRUE;19000;0.11;0;0;0;0;7600;"Allseas Cargo";0.02
"Voyage Charter";"Dalian";48;"Tallinn";11;94627;0;"Woodproducts";FALSE;TRUE;FALSE;16.08;"USD";0;8;FALSE;21650;0.15;0;0;0;0;8660;"Omega Forwarding";0.01
"Voyage Charter";"Dalian";48;"Corpus Christi";13;27379;0;"Project";FALSE;FALSE;FALSE;27.56;"USD";0;21;FALSE;17905;0.09;0;0;0;0;7162;"McCorran Freight";0.05
"Contract Of Affreightment";"New York";48;"Rotterdam";52;30895;4;"Agribulk";FALSE;FALSE;FALSE;17.56;"USD";6;0;FALSE;19650;0;0;0;0;0;7860;"ABC Logisitcs";0.04
"Voyage Charter";"Chiba";48;"Gothenburg";11;71591;0;"Steel Products";FALSE;TRUE;FALSE;17.54;"USD";0;7;FALSE;20643;0.35;0;0;0;0;8257;"Omega Forwarding";0.04
"Voyage Charter";"Rio Grande";48;"Tubarao";1;12178;0;"Woodproducts";FALSE;FALSE;FALSE;24.4;"USD";0;5;TRUE;11213;0.38;0;0;0;0;4485;"Intercargo Services";0.01
"Voyage Charter";"Mumbai";48;"Mina Qaboos";1;18857;0;"Manufactureds";FALSE;FALSE;FALSE;30.74;"USD";0;6;FALSE;14345;0.45;0;0;0;0;5738;"Cargo Excellence";0.05
"Voyage Charter";"Hamburg";48;"Gijon";1;16893;0;"Fertilizers";FALSE;FALSE;FALSE;20;"USD";0;6;FALSE;14345;0.35;0;0;0;0;5738;"ABC Logisitcs";0.02
"Voyage Charter";"Izmir";48;"Dunkirk";3;30235;0;"Coal";FALSE;FALSE;FALSE;14.56;"USD";0;5;FALSE;18765;0.42;0;0;0;0;7506;"Great Eagle Tranport Services";0.02
"Voyage Charter";"Rotterdam";48;"Odessa";7;30594;0;"Agribulk";TRUE;TRUE;FALSE;15.89;"USD";0;30;FALSE;18765;0.4;0;0;0;0;7506;"Brauner International";0.05
"Voyage Charter";"Rotterdam";48;"Marseille";2;26205;0;"Fertilizers";FALSE;FALSE;FALSE;20.58;"USD";0;6;TRUE;14743;0.08;0;0;0;0;5897;"Brauner International";0.02
"Voyage Charter";"Shanghai";48;"Corpus Christi";14;162877;0;"Bauxite";FALSE;FALSE;FALSE;11.97;"USD";0;32;TRUE;23880;0.04;0;0;0;0;9552;"ABC Logisitcs";0.05
"Voyage Charter";"Rotterdam";48;"Antwerp";1;3295;0;"Manufactureds";FALSE;FALSE;FALSE;32.33;"USD";0;5;FALSE;12773;0.45;0;0;0;0;5109;"Worldwide Freight";0.01
"Voyage Charter";"Tallinn";48;"Rotterdam";2;37158;0;"Coal";FALSE;TRUE;FALSE;14.77;"EUR";0;7;FALSE;18765;0.3;0;0;0;0;7506;"Worldwide Freight";0.01
"Voyage Charter";"Rotterdam";48;"Antwerp";1;2971;0;"Manufactureds";FALSE;FALSE;FALSE;32.33;"USD";0;5;FALSE;12773;0.03;0;0;0;0;5109;"Bosman Freight Forwarders";0.04
"Voyage Charter";"Guangzhou";48;"San Vicente";8;54653;0;"Grain";FALSE;FALSE;FALSE;24.76;"USD";0;10;TRUE;17185;0.26;0;0;0;0;6874;"Crafters Group";0.05
"Voyage Charter (Contract Of Affreightment)";"Hamburg";49;"Marseille";2;25550;0;"Fertilizers";FALSE;FALSE;FALSE;25;"USD";0;-1;FALSE;15695;0.49;0;0;0;0;6278;"Great Eagle Tranport Services";0.02
"Voyage Charter";"Mumbai";49;"Melbourne";5;15385;0;"Manufactureds";FALSE;FALSE;FALSE;24.61;"USD";0;9;FALSE;14250;0.45;0;0;0;0;5700;"Cargo Excellence";0.01
"Voyage Charter";"Pasir Gudang";49;"Rotterdam";9;39460;0;"Manufactureds";FALSE;FALSE;FALSE;28.93;"USD";0;4;TRUE;17193;0.26;0;0;0;0;6877;"Bosman Freight Forwarders";0.03
"Contract Of Affreightment";"Rotterdam";49;"Rostock";54;7478;5;"Agribulk";TRUE;TRUE;FALSE;26.18;"USD";15;0;FALSE;11025;0;0;0;0;0;4410;"Brauner International";0.01
"Voyage Charter";"Cork";49;"Rotterdam";3;15400;0;"Grain";FALSE;FALSE;FALSE;12;"USD";0;-2;FALSE;15115;0.27;0;0;0;0;6046;"ABC Logisitcs";0.01
"Voyage Charter";"Richards Bay";49;"Pasir Gudang";6;104489;0;"Minor Ores";FALSE;FALSE;FALSE;11.12;"USD";0;20;TRUE;20078;0.25;0;0;0;0;8031;"Blue Mountain Logistics";0.04
"Voyage Charter";"Kashima";49;"Marseille";12;135384;0;"Alumina";FALSE;FALSE;FALSE;13.76;"USD";0;27;FALSE;15105;0.22;0;0;0;0;6042;"Great Eagle Tranport Services";0.01
"Voyage Charter";"Pasir Gudang";49;"Hamburg";9;63421;0;"Coal";FALSE;FALSE;FALSE;17.72;"USD";0;8;TRUE;16658;0.31;0;0;0;0;6663;"Allseas Cargo";0.03
"Voyage Charter";"Antwerp";49;"Melbourne";12;154877;0;"Steel Products";FALSE;FALSE;FALSE;13.37;"USD";0;24;FALSE;17995;0.21;0;0;0;0;7198;"Brauner International";0.04
"Voyage Charter";"Rotterdam";49;"Wilhelmshaven";1;3720;0;"Agribulk";FALSE;FALSE;FALSE;31.96;"USD";0;5;FALSE;11213;0.44;0;0;0;0;4485;"ABC Logisitcs";0.03
"Voyage Charter";"Antwerp";49;"Rotterdam";1;4116;0;"Iron Ore";FALSE;FALSE;FALSE;20.72;"USD";0;5;FALSE;11213;0.07;0;0;0;0;4485;"ABC Logisitcs";0.02
"Voyage Charter";"Marseille";49;"Rotterdam";2;17204;0;"Agribulk";FALSE;FALSE;FALSE;19.99;"USD";0;7;TRUE;14345;0.2;0;0;0;0;5738;"ABC Logisitcs";0.03
"Voyage Charter";"Rotterdam";49;"Tubarao";4;21827;0;"Agribulk";FALSE;FALSE;FALSE;20;"USD";0;-5;FALSE;14345;0.33;0;0;0;0;5738;"Worldwide Freight";0.02
"Contract Of Affreightment";"Dalian";49;"Tallinn";53;94627;5;"Iron Ore";FALSE;TRUE;FALSE;11.98;"USD";8;0;TRUE;22330;0;0;0;0;0;8932;"Worldwide Freight";0.02
"Voyage Charter";"Chiba";49;"Ensenada";6;57639;0;"Steel Products";FALSE;FALSE;FALSE;17.52;"USD";0;16;FALSE;17185;0.43;0;0;0;0;6874;"ABC Logisitcs";0.01
"Voyage Charter";"Dalian";49;"Corpus Christi";12;53429;0;"Manufactureds";FALSE;FALSE;FALSE;18.14;"USD";0;18;FALSE;20475;0.18;0;0;0;0;8190;"McCorran Freight";0.05
"Voyage Charter";"Antwerp";49;"Hamburg";1;11639;0;"Manufactureds";FALSE;FALSE;FALSE;28.37;"USD";0;4;FALSE;14743;0.28;0;0;0;0;5897;"Brauner International";0.03
"Voyage Charter";"Esmeraldas";49;"Gijon";12;52710;0;"Coal";TRUE;FALSE;FALSE;19.84;"USD";0;40;TRUE;18765;0.07;0;0;0;0;7506;"Allseas Cargo";0.02
"Voyage Charter";"Hamburg";49;"Rotterdam";1;11968;0;"Iron Ore";FALSE;FALSE;FALSE;26.38;"USD";0;6;FALSE;12773;0.17;0;0;0;0;5109;"ABC Logisitcs";0.05
"Voyage Charter";"Shanghai";49;"Rotterdam";10;132453;0;"Iron Ore";FALSE;FALSE;FALSE;9.49;"USD";0;9;FALSE;17210;0.13;0;0;0;0;6884;"ABC Logisitcs";0.04
"Voyage Charter";"Guangzhou";49;"Tallinn";9;79612;0;"Iron Ore";FALSE;TRUE;FALSE;14.54;"USD";0;7;FALSE;19143;0.4;0;0;0;0;7657;"Continental Maritime";0.01
"Voyage Charter";"Corpus Christi";49;"Jeddah";12;120595;0;"Grain";FALSE;FALSE;FALSE;23.31;"USD";0;29;TRUE;17878;0.39;0;0;0;0;7151;"ABC Logisitcs";0.01
"Voyage Charter";"Corpus Christi";49;"Hamburg";6;60139;0;"Coal";FALSE;FALSE;FALSE;13.24;"USD";0;16;FALSE;16713;0.38;0;0;0;0;6685;"McCorran Freight";0.04
"Voyage Charter";"Tallinn";49;"Izmir";3;24043;0;"Manufactureds";FALSE;TRUE;FALSE;10.51;"EUR";0;6;FALSE;17775;0.34;0;0;0;0;7110;"Great Eagle Tranport Services";0.03
"Voyage Charter";"Marseille";49;"Tallinn";3;40857;0;"Minor Ores";FALSE;TRUE;FALSE;8.76;"USD";0;6;FALSE;17775;0.44;0;0;0;0;7110;"Great Eagle Tranport Services";0.04
"Voyage Charter";"Antwerp";49;"Rotterdam";1;5260;0;"Coal";FALSE;FALSE;FALSE;9;"USD";0;2;FALSE;13275;0.49;0;0;0;0;5310;"ABC Logisitcs";0.04
"Voyage Charter";"Antwerp";49;"Rotterdam";1;13705;0;"Iron Ore";FALSE;FALSE;FALSE;19.98;"USD";0;0;FALSE;13275;0.49;0;0;0;0;5310;"Worldwide Freight";0.02
"Voyage Charter (Contract Of Affreightment)";"Hamburg";50;"Marseille";2;25550;0;"Fertilizers";FALSE;FALSE;FALSE;25;"USD";0;5;FALSE;15695;0.49;0;0;0;0;6278;"Great Eagle Tranport Services";0.02
"Voyage Charter";"Rotterdam";50;"Hamburg";1;5265;0;"Agribulk";FALSE;FALSE;FALSE;19;"USD";0;0;TRUE;11425;0.12;0;0;0;0;4570;"Worldwide Freight";0.05
"Voyage Charter";"Corpus Christi";50;"Melbourne";13;38527;0;"Project";FALSE;FALSE;FALSE;42.78;"USD";0;29;FALSE;15848;0.08;0;0;0;0;6339;"ABC Logisitcs";0.05
"Voyage Charter";"San Antonio";50;"Tallinn";8;48584;0;"Minor Ores";FALSE;TRUE;FALSE;18.19;"USD";0;13;FALSE;22080;0.4;0;0;0;0;8832;"Worldwide Freight";0.04
"Voyage Charter";"Chiba";50;"Karachi";4;49903;0;"Steel Products";FALSE;FALSE;FALSE;19.52;"USD";0;7;FALSE;19908;0.32;0;0;0;0;7963;"Cargo Excellence";0.01
"Contract Of Affreightment";"Incheon";50;"New York";53;115880;12;"Alumina";FALSE;FALSE;FALSE;16.21;"USD";11;0;FALSE;24028;0;0;0;0;0;9611;"McCorran Freight";0.03
"Voyage Charter";"Karachi";50;"Kamsar";5;42574;0;"Coal";FALSE;FALSE;FALSE;16.72;"USD";0;7;TRUE;19650;0.14;0;0;0;0;7860;"BYFCP";0.04
"Voyage Charter";"Rotterdam";50;"Dunkirk";1;18486;0;"Agribulk";FALSE;FALSE;FALSE;14.99;"USD";0;-1;TRUE;14345;0.06;0;0;0;0;5738;"Brauner International";0.01
"Voyage Charter";"Mina Qaboos";50;"Hai Phong";3;34000;0;"Steel Products";FALSE;FALSE;FALSE;12.28;"USD";0;6;TRUE;19650;0.46;0;0;0;0;7860;"Bosman Freight Forwarders";0.03
"Voyage Charter";"Rotterdam";50;"Kamsar";4;123692;0;"Steel Products";FALSE;FALSE;FALSE;7.39;"USD";0;3;FALSE;19100;0.29;0;0;0;0;7640;"ABC Logisitcs";0.01
"Voyage Charter";"New York";50;"Corpus Christi";3;34268;0;"Agribulk";FALSE;FALSE;FALSE;11.38;"USD";0;11;TRUE;18765;0.47;0;0;0;0;7506;"McCorran Freight";0.04
"Voyage Charter";"Gdansk";50;"Corpus Christi";6;42005;0;"Agribulk";FALSE;TRUE;FALSE;11.61;"EUR";0;15;FALSE;18765;0.48;0;0;0;0;7506;"ABC Logisitcs";0.05
"Voyage Charter";"Dunkirk";50;"Odessa";6;24058;0;"Manufactureds";TRUE;TRUE;FALSE;17.82;"USD";0;27;FALSE;18765;0.13;0;0;0;0;7506;"ABC Logisitcs";0.03
"Contract Of Affreightment";"Gothenburg";50;"Antwerp";52;8637;12;"Alumina";FALSE;TRUE;FALSE;24.89;"USD";5;0;FALSE;13275;0;0;0;0;0;5310;"Mann Global Logistics";0.04
"Voyage Charter";"Chiba";50;"Mina Saqr";7;67966;0;"Bauxite";FALSE;FALSE;FALSE;9.42;"USD";0;17;FALSE;16713;0.35;0;0;0;0;6685;"Omega Forwarding";0.05
"Voyage Charter";"Rotterdam";50;"Gijon";1;22423;0;"Fertilizers";FALSE;FALSE;FALSE;21.2;"USD";0;6;FALSE;14825;0.43;0;0;0;0;5930;"ABC Logisitcs";0.05
"Voyage Charter";"Antwerp";50;"Rotterdam";1;11784;0;"Agribulk";FALSE;FALSE;FALSE;16.71;"USD";0;5;FALSE;14825;0.11;0;0;0;0;5930;"Brauner International";0.02
"Voyage Charter";"Ensenada";50;"Richards Bay";9;63393;0;"Grain";FALSE;FALSE;FALSE;14.85;"USD";0;17;FALSE;19143;0.36;0;0;0;0;7657;"McCorran Freight";0.02
"Voyage Charter";"Rotterdam";50;"Hamburg";1;8844;0;"Agribulk";FALSE;FALSE;FALSE;23.49;"USD";0;-1;FALSE;13275;0.26;0;0;0;0;5310;"Worldwide Freight";0.05
"Contract Of Affreightment";"Rotterdam";50;"Portland";53;124029;4;"Steel Products";FALSE;FALSE;FALSE;5.07;"USD";9;0;FALSE;15818;0;0;0;0;0;6327;"Bosman Freight Forwarders";0.03
"Voyage Charter";"Corpus Christi";50;"New York";3;24226;0;"Coal";FALSE;FALSE;FALSE;12.59;"USD";0;9;TRUE;14320;0.14;0;0;0;0;5728;"McCorran Freight";0.02
"Voyage Charter";"Odessa";50;"Rotterdam";7;35608;0;"Steel Products";TRUE;TRUE;FALSE;9.33;"USD";0;28;TRUE;20183;0.27;0;0;0;0;8073;"Brauner International";0.01
"Voyage Charter";"Hai Phong";50;"Pasir Gudang";1;9657;0;"Manufactureds";FALSE;FALSE;FALSE;37.61;"USD";0;5;FALSE;11608;0.05;0;0;0;0;4643;"Bosman Freight Forwarders";0.05
"Voyage Charter";"Shanghai";50;"Mina Saqr";6;40299;0;"Fertilizers";FALSE;FALSE;FALSE;18.31;"USD";0;11;FALSE;20183;0.46;0;0;0;0;8073;"Cargo Excellence";0.03
"Voyage Charter";"Chiba";50;"Tallinn";11;87618;0;"Coal";FALSE;TRUE;FALSE;24.97;"USD";0;7;TRUE;18148;0.38;0;0;0;0;7259;"Worldwide Freight";0.05
"Voyage Charter";"New York";50;"Marseille";3;45378;0;"Minor Ores";FALSE;FALSE;FALSE;16.25;"USD";0;0;FALSE;20183;0.46;0;0;0;0;8073;"McCorran Freight";0.03
"Voyage Charter";"Pasir Gudang";50;"Mina Saqr";4;15363;0;"Manufactureds";FALSE;FALSE;FALSE;14.93;"USD";0;9;TRUE;14320;0.49;0;0;0;0;5728;"Cargo Excellence";0.05
"Voyage Charter";"Richards Bay";50;"Marseille";7;135384;0;"Alumina";FALSE;FALSE;FALSE;10.1;"USD";0;24;FALSE;16073;0.25;0;0;0;0;6429;"Mann Global Logistics";0.03
"Voyage Charter";"Chiba";50;"Mumbai";4;38386;0;"Steel Products";FALSE;FALSE;FALSE;19.52;"USD";0;5;FALSE;20183;0.07;0;0;0;0;8073;"Omega Forwarding";0.01
"Voyage Charter";"Marseille";50;"Hamburg";2;19499;0;"Agribulk";FALSE;FALSE;FALSE;23.38;"USD";0;6;FALSE;14320;0.17;0;0;0;0;5728;"Worldwide Freight";0.03
"Voyage Charter";"Rotterdam";50;"Gijon";1;12727;0;"Coal";FALSE;FALSE;FALSE;23.99;"USD";0;0;TRUE;11608;0.25;0;0;0;0;4643;"ABC Logisitcs";0.02
"Voyage Charter (Contract Of Affreightment)";"Rotterdam";51;"Richards Bay";5;31683;0;"Agribulk";FALSE;FALSE;FALSE;15.59;"USD";0;11;FALSE;18063;0.14;0;0;0;0;7225;"Brauner International";0.03
"Voyage Charter (Contract Of Affreightment)";"Hamburg";51;"Marseille";2;25550;0;"Fertilizers";FALSE;FALSE;FALSE;25;"USD";0;6;FALSE;15695;0.49;0;0;0;0;6278;"Great Eagle Tranport Services";0.02
"Voyage Charter";"Gothenburg";51;"New York";3;26356;0;"Minor Ores";FALSE;TRUE;FALSE;21.26;"USD";0;6;FALSE;15218;0.45;0;0;0;0;6087;"ABC Logisitcs";0.03
"Voyage Charter (Contract Of Affreightment)";"Antwerp";51;"Marseille";3;24312;0;"Agribulk";FALSE;FALSE;FALSE;17;"USD";0;-1;FALSE;20745;0.03;0;0;0;0;8298;"Great Eagle Tranport Services";0.03
